id,location,sample date,Water temperature,Dissolved oxygen,Ammonium,Nitrites,Nitrates,Orthophosphate-phosphorus,Total phosphorus,Sodium,Potassium,Calcium,Magnesium,Chlorides,Sulphates,Iron,Manganese,Zinc,Copper,Chromium,Lead,Cadmium,Mercury,Nickel,Arsenic,Biochemical Oxygen,Chemical Oxygen Demand (Cr),Chemical Oxygen Demand (Mn),AOX,Atrazine,Cesium,Macrozoobenthos,Total coliforms,Fecal coliforms,"p,p-DDT",gamma-Hexachlorocyclohexane,Bicarbonates,Anionic active surfactants,Total extractable matter,Fecal streptococci ,Petroleum hydrocarbons,PAHs,Benzo(a)pyrene,"Benzo(g,h,i)perylene",Benzo(b)fluoranthene,Benzo(k)fluoranthene,Fluoranthene,"Indeno(1,2,3-c,d)pyrene",PCB 28,PCB 52,PCB 101,PCB 138,PCB 153,PCB 180,Silica (SiO2),Oxygen saturation,Total hardness,Total dissolved salts,Heptachloroepoxide,Heptachlor,Endosulfan (alpha),Endosulfan (beta),"p,p-DDD","p,p-DDE",alpha-Hexachlorocyclohexane,beta-Hexaxchlorocyclohexane,Aldrin,Dieldrin,Endrin,Methoxychlor,Simazine,Metolachlor,Alachlor,Carbonates,Total nitrogen,Tetrachloromethane,Barium,Cyanides,Sulfides,Selenium,Total organic carbon,"1,2,4-Trichlorobenzene","1,2,3-Trichlorobenzene",Pentachlorobenzene,Acenaphthene,Acenaphthylene,Anthracene,Benzo(a)anthracene,Chrysene,Naphthalene,Phenanthrene,Pyrene,Hexachlorobenzene,Isodrin,Aluminium,Dissolved organic carbon,Dissolved silicates,Organic nitrogen,Fluorene,PCB 118,Trifluralin,Inorganic nitrogen,Berilium,Boron,AGOC-3A,Methylosmoline,Chlorodinine,Total dissolved phosphorus,day,month,year
,Boonsri,25-Jun-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2993333333333333,0.297,0.2803333333333334,,25.0,6.0,2015.0
,Boonsri,25-Mar-05,6.666666666666667,10.933333333333332,0.308,0.042,1.7,0.072,0.08666666666666667,22.666666666666668,3.0,48.23333366666666,19.699999666666667,21.366666999999996,53.73333333333333,1.8513333333333335,0.08274999999999999,58.666666666666664,6.555666666666667,1.4693333333333332,10.821333333333333,2.1153333333333335,0.0,2.357666666666667,,3.1666666666666665,6.666666666666667,3.8000000000000003,,0.0,,1.7933333333333332,0.15733333333333333,0.10000000000000002,0.0,0.043333333333333335,205.30000299999998,0.025000000000000005,,0.013333333333333334,,,,,,,,,,,,,,,5.916666666666667,89.53333266666668,115.17333233333333,277.3333333333333,0.0,0.0,0.0,0.0,0.05666666666666667,0.035666666666666666,0.0,0.04666666666666667,0.0,0.0,0.018666666666666665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,3.0,2005.0
,Boonsri,25-Mar-10,8.833333333333334,10.38,0.14433333333333334,0.017,1.8886666666666667,0.8233333333333333,0.9933333333333332,16.0,2.0,50.74000000000001,13.256666666666666,17.353333333333335,40.59,,0.05000000000000001,,,,,,,,,1.8766666666666663,5.1066666666666665,2.9766666666666666,11.166666666666666,,,,5.900000000000001,0.5366666666666667,,,176.9,0.05000000000000001,,0.054,0.10000000000000002,,,,,,,,,,,,,,6.399666666666666,92.39666666666666,101.82666666666667,237.66666666666666,,,,,,,,,,,,,,,,,,0.025000000000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,3.0,2010.0
,Boonsri,25-Mar-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.021,0.034333333333333334,0.029333333333333333,,25.0,3.0,2016.0
,Boonsri,25-May-06,21.0,7.933333333333334,0.15500000000000003,0.027,0.7003333333333334,0.06233333333333333,0.07333333333333335,14.0,2.6666666666666665,46.5,9.033333333333333,18.166666666666668,23.8,0.207,0.04650000000000001,45.333333333333336,3.866,0.5793333333333334,6.610666666666666,3.9523333333333337,0.032,1.3893333333333333,,2.533333333333333,9.1,4.333333333333333,,0.19033333333333333,,1.9666666666666668,0.41,0.05366666666666667,0.139,0.03,166.73333333333332,0.06466666666666666,,0.022333333333333334,,,,,,,,,,,,,,,7.727333333333334,89.76666666666667,86.03333333333335,200.33333333333334,,0.013000000000000001,0.031,,0.025666666666666667,0.013500000000000002,0.026333333333333337,,,0.06466666666666666,0.09,,0.11433333333333334,0.10633333333333335,0.25499999999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,5.0,2006.0
,Boonsri,25-May-12,16.833333333333332,8.566666666666666,0.07100000000000001,0.027,1.107,0.076,0.10966666666666665,,,,,16.463333333333335,31.33666666666667,,,96.96666666666665,1.9993333333333332,0.0,0.0,1.1166666666666665,0.052,0.0,0.0,3.1333333333333333,7.789999999999999,3.85,,,,,6.966666666666666,0.75,,,159.14000000000001,,,0.028,,,,,,,,,,,,,,,,89.37666666666667,3.686666666666667,219.33333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,5.0,2012.0
,Boonsri,25-Nov-05,9.833333333333334,8.5,0.14433333333333334,0.021333333333333333,0.38366666666666666,0.075,0.07966666666666666,17.0,3.3333333333333335,49.29999899999999,12.533333333333333,22.599999666666665,21.53333333333333,0.5756666666666667,0.12000000000000001,10.0,4.652333333333334,1.5596666666666665,6.128,0.4713333333333334,0.0,3.1449999999999996,,2.4,9.366666666666667,4.766666666666667,,,,1.9666666666666668,0.63,,,0.09366666666666668,205.36666866666667,0.051333333333333335,,,,,,,,,,,,,,,,,7.363333333333333,85.53333266666668,98.27999866666666,232.66666666666666,,0.008,0.179,,0.2233333333333333,0.05066666666666667,,0.098,,0.042,0.3495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,11.0,2005.0
,Boonsri,25-Oct-07,10.0,9.82,0.831,0.015,1.672,0.21100000000000002,0.3261,18.0,3.0,55.55,14.55,18.74,45.0,1.8719999999999999,0.11,34.0,10.87,5.763999999999999,5.94,0.28300000000000003,,5.966,,1.56,7.8,2.58,,0.06,,,,,0.021,0.01,201.3,0.025,,,,,,,,,,,,,,,,,6.32,,110.8,265.0,0.005,0.005,0.006,0.022000000000000002,0.008,0.005,0.005,0.005,0.005,0.005,0.005,,0.06,0.005,0.065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,10.0,2007.0
,Boonsri,25-Sep-10,15.833333333333334,7.109999999999999,0.34900000000000003,0.014,0.9033333333333333,0.04466666666666667,0.07333333333333335,18.333333333333332,2.3333333333333335,50.76333333333333,12.933333333333332,23.496666666666666,41.01,0.13523333333333334,0.004033333333333333,8.735766666666665,14.021666666666667,13.039666666666667,8.7845,4.403266666666666,,1.7319666666666667,,1.6199999999999999,10.576666666666666,2.5033333333333334,16.099999999999998,,,2.063333333333333,5.900000000000001,0.63,,,178.9333333333333,0.15,,0.009666666666666667,0.3,,,,,,,,,,,,,,6.023333333333333,74.14,100.8,230.0,,,,,,,,,,,,,,,,,,0.025000000000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,9.0,2010.0
,Boonsri,25-Sep-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.114,0.051,0.028666666666666663,,25.0,9.0,2016.0
,Boonsri,26-Aug-05,27.666666666666668,4.066666666666667,0.248,0.025000000000000005,0.48933333333333334,0.07266666666666667,0.07833333333333334,15.0,3.0,37.700001,14.5,22.966667,21.86666633333333,0.065,0.02775,10.0,4.326,0.633,3.4433333333333334,1.0330000000000001,0.0,0.6196666666666667,,3.0666666666666664,8.066666666666666,4.966666666666668,,0.12633333333333333,,1.9166666666666667,0.0056,0.0,0.0,0.05633333333333334,166.73333233333332,0.028999999999999998,,0.0,,,,,,,,,,,,,,,8.583333333333334,53.283333,86.65000166666668,198.33333333333334,0.0,0.0,0.0,0.0,0.09400000000000001,0.018333333333333333,0.0,0.059000000000000004,0.0,0.0,0.11766666666666666,,,0.0,0.2783333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,8.0,2005.0
,Boonsri,26-Feb-04,6.666666666666667,10.133333333333333,0.19399999999999998,0.0135,0.9730000000000002,0.09666666666666666,0.10833333333333332,14.333333333333334,3.0,50.43333333333334,11.266666666666666,18.1,48.866666666666674,1.1166666666666665,0.15975,215.66666666666666,19.669999999999998,8.126,8.03,0.8503333333333334,,10.297333333333334,,3.1333333333333333,11.133333333333333,5.5,,,,,,,0.001,0.0,160.63333333333333,,,,0.0,,,,,,,,,,,,,,8.563333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,2.0,2004.0
,Boonsri,26-Jan-12,1.0,13.33,0.10400000000000001,0.013999999999999999,3.005,0.107,0.129,13.0,3.0,57.72,31.04,18.44,106.8,0.89,0.0,15.349,3.573,0.0,0.0,0.0,0.057999999999999996,0.0,0.0,1.22,13.33,5.84,,,,,3.3,0.49,,,189.1,0.0,,0.033,0.0,,,,,,,,,,,,,,,96.8,5.45,232.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,1.0,2012.0
,Boonsri,26-Mar-04,8.0,10.0,0.10333333333333333,0.016333333333333335,2.264666666666667,0.14066666666666666,0.17666666666666667,17.333333333333332,2.6666666666666665,54.43333333333333,9.7,23.540000000000003,26.3,0.44700000000000006,0.048999999999999995,26.0,20.0,4.066666666666667,2.211333333333333,0.3146666666666667,,13.614666666666666,0.242,4.066666666666666,9.733333333333334,5.266666666666667,,,,,,,0.001,,193.16666666666666,,,,0.0,,,,,,,,,,,,,,8.233333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,3.0,2004.0
,Boonsri,26-Nov-04,9.333333333333334,9.39,0.414,0.04,1.24,0.108,0.11499999999999999,12.0,3.0,56.129999999999995,11.316666666666668,17.506666666666664,33.04666666666667,0.4243333333333334,0.058274999999999993,0.0,32.71,2.4173333333333336,4.976666666666667,1.8106666666666669,,5.101333333333333,,3.6733333333333333,8.743333333333334,5.673333333333333,,,,1.8666666666666665,,0.06433333333333334,,0.04066666666666666,193.16666666666666,0.0,,0.013333333333333334,,,,,,,,,,,,,,,9.299999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,11.0,2004.0
,Boonsri,26-Nov-11,10.0,9.526666666666666,0.09566666666666668,0.021333333333333333,1.8526666666666667,0.15666666666666665,0.18666666666666668,15.0,1.6666666666666667,41.983333333333334,23.28,15.593333333333334,52.0,0.2933333333333334,0.0,0.0,5.327999999999999,1.5,3.0,0.3,0.059000000000000004,3.0,,0.0,10.780000000000001,3.026666666666667,,,,,,,,,187.0666666666667,0.0,,,0.0,,,,,,,,,,,,,,,87.24000000000001,4.056666666666667,251.33333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,11.0,2011.0
,Boonsri,26-Nov-15,9.5,,0.10166666666666668,0.009666666666666669,1.0906666666666667,0.035333333333333335,0.058666666666666666,,,,,,,,,,,,,,,,,1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6543333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04933333333333334,26.0,11.0,2015.0
,Boonsri,26-Oct-06,14.166666666666666,8.026666666666667,0.18866666666666668,0.02666666666666667,0.8963333333333333,0.10933333333333334,0.16333333333333336,17.333333333333332,2.6666666666666665,56.330000000000005,11.963333333333333,21.28666666666667,47.56666666666666,0.08133333333333333,0.02975,20.0,9.731333333333334,0.2896666666666667,3.342333333333334,0.3256666666666666,0.03466666666666667,0.6763333333333333,,1.2300000000000002,6.556666666666666,2.206666666666667,,0.08533333333333333,,1.8999999999999997,0.15333333333333335,0.004833333333333334,0.03,0.033999999999999996,178.9333333333333,0.02566666666666667,,0.0006666666666666666,2.9405,,,,,,,,,,,,,,5.083333333333333,78.33333333333333,106.0,250.66666666666666,0.005,0.005,0.15966666666666665,0.3403333333333334,0.07833333333333332,0.03133333333333333,0.005,0.03833333333333334,0.079,0.052333333333333336,0.02966666666666667,,0.128,0.057333333333333326,0.25666666666666665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,10.0,2006.0
,Boonsri,26-Oct-11,12.0,9.01,0.07200000000000001,0.024,1.288,0.14,0.17,21.0,3.0,45.56,16.49,25.88,24.8,0.21,0.0,40.6,5.171,1.5,6.126,0.3,0.059000000000000004,3.0,,1.2,,,,,,,10.9,1.3,,,201.3,0.0,,0.13,0.0,,,,,,,,,,,,,,,86.42,3.71,243.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,10.0,2011.0
,Boonsri,26-Sep-08,20.5,8.14,0.17800000000000002,0.03,0.7909999999999999,0.09,0.15,16.0,3.0,57.67,11.64,18.85,41.2,,0.061,,,,,,,,,1.3,10.73,3.16,,,,,,,0.0055,0.04,195.2,0.05,,,0.01,,0.0075,,0.0075,0.0075,0.0045,,,,0.001,0.002,0.002,0.002,4.25,91.1,109.2,251.0,,,,,,,,,0.025,,0.025,,,,,,,0.25,,,0.1,,,0.001,0.001,0.001,0.003,0.004,0.005,0.0035,0.003,0.01,0.005,0.0019399999999999999,0.02,0.025,,,,,,,,,,,,,,,26.0,9.0,2008.0
,Boonsri,26-Sep-13,19.666666666666668,7.670000000000001,0.09933333333333333,0.0176,0.8493333333333334,0.037333333333333336,0.14966666666666664,21.666666666666668,2.6666666666666665,49.446666666666665,17.783333333333335,21.340000000000003,36.36333333333334,0.16166666666666665,0.0,32.973333333333336,3.950333333333333,0.0,1.144,0.10733333333333334,0.0,0.0,0.0,2.35,11.943333333333333,3.6466666666666665,22.0,0.0,,,8.533333333333333,0.35000000000000003,0.0,0.0,173.24,0.12466666666666666,,0.005666666666666667,,,,,,,,,,,,,,,,86.25666666666666,,253.0,,,,,,,,,,,,,,,,,1.2666666666666666,,,,,,2.358,,,,,,,,,,,,,,,,3.3333333333333335,1.34,,,,1.28,,,,,,,26.0,9.0,2013.0
,Boonsri,26-Sep-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.321,0.268,0.251,,26.0,9.0,2014.0
,Boonsri,27-Apr-06,16.0,8.766666666666666,0.08800000000000001,0.013000000000000003,1.1903333333333332,0.024000000000000004,0.027333333333333334,10.333333333333334,2.3333333333333335,47.46666666666667,6.733333333333333,12.066666666666668,27.0,0.262,0.07637499999999998,22.333333333333332,12.634,3.7543333333333333,46.846666666666664,2.875666666666667,0.02766666666666667,5.682666666666667,,1.7333333333333332,6.633333333333333,3.6999999999999997,,0.08449999999999999,,,2.0066666666666664,0.059,,0.0955,156.56666666666666,0.081,,0.0,,,,,,,,,,,,,,,10.006666666666666,89.23333333333333,,188.0,,0.006,0.02,,,0.008,0.038,0.097,0.2245,0.0505,0.0445,,0.068,0.023,0.2835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,4.0,2006.0
,Boonsri,27-Aug-04,23.433333333333334,6.3,0.17666666666666667,0.066,0.7433333333333333,0.0234,0.027,14.0,4.0,49.20000000000001,9.366666666666665,16.4,25.866666666666664,1.571,0.0935,42.666666666666664,16.37666666666667,5.1643333333333326,9.403333333333332,3.0666666666666664,,5.52,,2.9333333333333336,9.566666666666665,6.3,,,,,6.683333333333334,1.3133333333333335,,0.026333333333333334,180.96666666666667,,,0.02666666666666667,,,,,,,,,,,,,,,17.083333333333332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,8.0,2004.0
,Boonsri,27-Aug-14,24.166666666666668,7.363333333333333,0.07566666666666667,0.010866666666666669,0.9716666666666667,0.08533333333333333,0.13433333333333333,14.666666666666666,3.0,41.46666666666667,13.903333333333334,16.993333333333336,29.349999999999998,,,27.3,2.6799999999999997,0.0,2.4103333333333334,0.0,0.025400000000000002,2.5223333333333335,2.014,2.186666666666667,11.069999999999999,2.65,,0.0,,,,,0.0,0.0,147.62,0.12433333333333334,,,,,,,,,,,,,,,,,,89.55,160.46666666666667,218.0,,,,,,,,,,,,,,,,,1.36,,,,,,1.107,,,,,,,,,,,,,,,,2.1,,,,,,,,,,,,27.0,8.0,2014.0
,Boonsri,27-Aug-16,22.5,,0.014333333333333335,0.017666666666666667,0.7200000000000001,0.041666666666666664,0.051666666666666666,,,,,,,,,,,,,,,,,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0413333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04666666666666667,27.0,8.0,2016.0
,Boonsri,27-Feb-09,5.0,11.116666666666665,0.37266666666666665,0.03133333333333333,1.2956666666666667,0.145,0.205,16.333333333333332,3.0,55.123333333333335,11.316666666666668,19.45,49.68,,0.06,,,,,,,,,1.8666666666666665,7.739999999999999,2.0700000000000003,0.0,,,,,,0.001,0.001,168.76666666666668,0.05000000000000001,,,0.10000000000000002,,0.0075,,0.0075,0.0075,0.0045,,,,0.001,0.002633333333333333,0.002,0.002,9.365666666666668,89.89999999999999,104.62666666666667,246.0,,,,,,,,,0.001,,0.001,,,,,,,0.25,,,,,,0.001,0.001,0.001,0.0030000000000000005,0.004,0.005,0.0035,0.0030000000000000005,0.01,0.005,0.0030000000000000005,0.001,0.001,,,,,,,,,,,,,,,27.0,2.0,2009.0
,Boonsri,27-Feb-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.149333333333335,0.2956666666666667,0.21133333333333335,,27.0,2.0,2015.0
,Boonsri,27-Jan-06,0.5,9.763333333333334,0.5366666666666666,0.03466666666666667,0.5323333333333334,0.25333333333333335,0.28,17.666666666666668,3.0,55.03666666666667,10.023333333333332,25.78,28.606666666666666,0.20766666666666667,0.023750000000000004,14.666666666666666,3.4156666666666666,1.8,1.5376666666666665,12.786666666666667,,1.7106666666666666,,2.6266666666666665,9.063333333333333,4.656666666666667,,,,1.8833333333333335,0.7599999999999999,0.18666666666666668,,0.11149999999999999,189.1,0.056333333333333326,,0.05266666666666667,,,,,,,,,,,,,,,14.066666666666668,98.0,100.14666666666666,239.0,,0.016666666666666666,0.20433333333333334,,0.42266666666666675,0.09399999999999999,,0.2273333333333333,0.044000000000000004,0.044500000000000005,0.3626666666666667,,,0.071,0.09300000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,1.0,2006.0
,Boonsri,27-Jul-01,23.166666666666668,5.5,0.06999999999999999,0.04,1.0766666666666664,0.04666666666666667,0.08333333333333333,8.533333333333333,3.19,56.366666666666674,13.533333333333333,22.5,55.0,0.9033333333333333,0.11333333333333333,23.666666666666668,24.433333333333334,19.643333333333334,42.96666666666666,2.0333333333333337,,,,3.6999999999999997,12.966666666666669,6.033333333333334,,,,1.8499999999999999,1.7,0.01,,,205.0,0.013333333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,7.0,2001.0
,Boonsri,27-Jul-06,24.0,6.533333333333334,0.3256666666666667,0.011333333333333334,0.6323333333333333,0.07166666666666666,0.07733333333333332,12.666666666666666,2.6666666666666665,45.4,10.299999999999999,17.400000000000002,49.0,0.39200000000000007,0.049,49.333333333333336,2.948333333333333,0.266,3.1620000000000004,0.8853333333333334,0.078,0.8366666666666666,,1.7333333333333334,8.633333333333333,4.433333333333334,,0.25633333333333336,,1.8500000000000003,0.16666666666666666,0.005,0.04733333333333334,0.011666666666666667,160.63333333333333,0.036333333333333336,,0.0013333333333333333,,,,,,,,,,,,,,,7.219999999999999,79.39999999999999,87.66666666666667,232.66666666666666,0.022000000000000002,0.005,0.28933333333333333,0.03233333333333333,0.11399999999999999,0.024999999999999998,0.005666666666666667,0.013666666666666669,0.12266666666666666,0.005,0.005,,0.06933333333333334,0.11933333333333333,0.3313333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,7.0,2006.0
,Boonsri,27-Jun-02,23.066666666666666,7.0,0.29333333333333333,0.02666666666666667,1.0266666666666666,0.12333333333333334,0.15000000000000002,,,42.76666666666667,11.6,19.000000000000004,21.7,,,,,,,,,,,4.333333333333333,10.433333333333334,6.633333333333333,,,,,,,0.0,0.03,170.79999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,6.0,2002.0
,Boonsri,27-May-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.054,,1.8966666666666665,0.017333333333333333,0.02,0.0,0.050666666666666665,,,,0.007333333333333333,,,,,,,,,,,,,,,,,,,0.132,0.024999999999999998,0.11133333333333333,0.0,0.12033333333333335,0.06533333333333334,0.04700000000000001,0.076,0.0,0.056666666666666664,0.09200000000000001,,,0.04033333333333333,0.03966666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,5.0,2005.0
,Boonsri,27-Nov-03,4.466666666666667,10.4,0.21,0.08600000000000001,0.8396666666666667,0.07266666666666667,0.08099999999999999,12.666666666666666,2.3333333333333335,51.73333333333333,10.633333333333333,20.966666666666665,22.666666666666668,0.222,0.071,13.600000000000001,4.390000000000001,4.413333333333333,2.5133333333333336,0.672,,5.05,,3.633333333333333,8.933333333333334,4.133333333333334,,,,,,,,,187.0666666666667,,,,,,,,,,,,,,,,,,8.476666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,11.0,2003.0
,Boonsri,27-Nov-14,8.5,8.680000000000001,0.040600000000000004,0.0113,0.9752333333333333,0.10099999999999999,0.12466666666666666,22.0,2.6666666666666665,41.26,12.61,17.25,36.32,,,46.46666666666667,3.057,0.8446666666666666,2.1553333333333335,0.0,0.0,2.0,1.1413333333333335,1.53,9.64,2.4066666666666667,,0.0,,,,,0.0,0.0,178.52666666666667,0.11433333333333333,,,,,,,,,,,,,,,,,,75.37,154.40333333333334,252.0,,,,,,,,,,,,,,,,,1.4356666666666664,,,,,,2.415,,,,,,,,,,,,,,,,3.2000000000000006,,,,,,,,,,,,27.0,11.0,2014.0
,Boonsri,27-Sep-02,19.5,9.133333333333333,0.13333333333333333,0.043333333333333335,0.66,0.02666666666666667,0.05333333333333334,,,49.0,12.799999999999999,28.633333333333336,59.46666666666667,0.09666666666666668,0.013333333333333334,14.0,6.756666666666667,12.306666666666667,1.8699999999999999,0.43,,,,3.4,,3.5666666666666664,,0.0,,,,,,0.0,140.0,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,9.0,2002.0
,Boonsri,28-Apr-16,15.0,8.633333333333335,0.05266666666666667,0.015666666666666666,0.75,0.02733333333333333,0.16466666666666666,13.0,2.3333333333333335,44.74666666666667,10.993333333333334,19.569333333333333,27.473333333333333,,,,,,,,,,,2.026666666666667,10.903333333333334,2.19,14.5,0.0,,,,,0.0,0.0,179.95000000000002,0.16433333333333333,,,0.0,,,,,,,,,,,,,,,88.45333333333333,156.30333333333334,223.33333333333334,,,,,,,,,,,,,,,,,1.1086666666666665,,,,,,3.6136666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,0.056666666666666664,28.0,4.0,2016.0
,Boonsri,28-Aug-08,22.833333333333332,6.510000000000001,0.20933333333333334,0.02266666666666667,1.0223333333333333,0.02566666666666667,0.051666666666666666,16.333333333333332,2.6666666666666665,53.70666666666667,12.61,17.34,41.696666666666665,,0.06233333333333333,,,,,,,,,1.2166666666666666,8.466666666666667,1.4933333333333334,,,,1.9400000000000002,7.900000000000001,0.93,,,187.0666666666667,0.04933333333333333,,0.010333333333333333,,,,,,,,,,,,,,,7.0073333333333325,76.33333333333333,105.89999999999999,242.0,,,,,,,,,,,,,,,,,,,,,0.10000000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,8.0,2008.0
,Boonsri,28-Jan-05,4.0,9.866666666666667,0.2933333333333334,0.030666666666666665,1.8133333333333332,0.08633333333333333,0.09433333333333334,14.666666666666666,3.0,61.59999966666667,9.0,22.0,37.80000066666667,1.9096666666666666,0.05575,37.333333333333336,3.7873333333333328,1.1456666666666666,6.7343329999999995,3.57,0.7013333333333334,3.1630000000000003,,3.2999999999999994,8.7,5.033333333333333,,0.07733333333333335,,1.8233333333333335,0.14,0.07066666666666667,,0.014666666666666668,211.46666466666667,0.025000000000000005,,0.013333333333333334,,,,,,,,,,,,,,,,76.433332,110.87999966666666,249.33333333333334,0.0,0.0,0.0,0.0,0.003666666666666667,0.006000000000000001,0.002333333333333333,0.007333333333333333,0.0,0.0,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,1.0,2005.0
,Boonsri,28-Jan-10,4.0,12.37,0.159,0.024,3.36,0.049,0.1,20.0,3.0,63.15,14.55,23.86,37.15,,0.05,,,,,,,,,1.31,7.87,1.56,21.5,,,,11.0,0.31,0.003,0.003,219.6,0.05000000000000001,,0.079,0.1,,,,,,,,,,,,,,9.954,97.48,122.36,287.0,,,,,,,,,,,,,,,,,,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,1.0,2010.0
,Boonsri,28-Jan-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.040999999999999995,0.016,0.04,,28.0,1.0,2016.0
,Boonsri,28-May-04,23.0,7.533333333333334,0.20933333333333334,0.035,0.4796666666666667,0.07766666666666668,0.08333333333333333,14.666666666666666,2.0,44.13333333333333,12.933333333333332,18.566666666666666,25.233333333333334,0.09899999999999999,0.15075,21.0,4.982333333333333,1.0639999999999998,3.110333333333333,2.3686666666666665,,2.9996666666666667,,3.8666666666666667,9.9,5.400000000000001,,,,1.8666666666666665,,,,0.02266666666666667,180.96666666666667,,,,,,,,,,,,,,,,,,8.793333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,5.0,2004.0
